area_name,area_type,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Korea (South)",Industrial,Landings,Reported,bottom trawl,Other,0.8959999999,5.33310841862559
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Mexico",Industrial,Landings,Unreported,bottom trawl,Direct human consumption,386.5740779610,349702.41046063305
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Mexico",Industrial,Landings,Unreported,bottom trawl,Fishmeal and fish oil,0.1934805195,0.7756315809344578
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Mexico",Industrial,Landings,Unreported,bottom trawl,Other,0.1934805195,0.7756315809344578
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Panama",Industrial,Landings,Unreported,bottom trawl,Direct human consumption,386.5740779610,12959.65048523728
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Panama",Industrial,Landings,Unreported,bottom trawl,Fishmeal and fish oil,0.1934805195,1.2685342315894361
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Panama",Industrial,Landings,Unreported,bottom trawl,Other,0.1934805195,1.2685342315894361
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Spain",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.0763486573,90.41925669451736
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Spain",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0000382125,0.00022051232116155963
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Spain",Industrial,Landings,Reported,bottom trawl,Other,0.0000382125,0.00022051232116155963
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Venezuela",Industrial,Landings,Unreported,bottom trawl,Direct human consumption,386.5740779610,16995.71701357376
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Venezuela",Industrial,Landings,Unreported,bottom trawl,Fishmeal and fish oil,0.1934805195,1.6635980153391874
"Atlantic, Northwest",high_seas,1982,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Venezuela",Industrial,Landings,Unreported,bottom trawl,Other,0.1934805195,1.6635980153391874
"Atlantic, Northwest",high_seas,1982,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Canada",Industrial,Discards,Unreported,bottom trawl,,3.5959589730
"Atlantic, Northwest",high_seas,1982,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Cuba",Industrial,Discards,Unreported,bottom trawl,,0.6886534864
"Atlantic, Northwest",high_seas,1982,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Estonia",Industrial,Discards,Unreported,bottom trawl,,14.2314336518
"Atlantic, Northwest",high_seas,1982,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Faeroe Isl. (Denmark)",Industrial,Discards,Unreported,bottom trawl,,9.6022073820
"Atlantic, Northwest",high_seas,1982,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Germany",Industrial,Discards,Unreported,bottom trawl,,17.3463228545
"Atlantic, Northwest",high_seas,1982,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Japan",Industrial,Discards,Unreported,bottom trawl,,0.0843024716
"Atlantic, Northwest",high_seas,1982,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Japan",Industrial,Landings,Reported,bottom trawl,Direct human consumption,23.8863141218,34742.78720798363
"Atlantic, Northwest",high_seas,1982,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Japan",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0119551122,0.10087953281829955
"Atlantic, Northwest",high_seas,1982,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Japan",Industrial,Landings,Reported,bottom trawl,Other,0.0119551122,0.10087953281829955
"Atlantic, Northwest",high_seas,1982,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Korea (South)",Industrial,Discards,Unreported,bottom trawl,,0.9092108890
"Atlantic, Northwest",high_seas,1982,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Latvia",Industrial,Discards,Unreported,bottom trawl,,0.2480747446
"Atlantic, Northwest",high_seas,1982,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Lithuania",Industrial,Discards,Unreported,bottom trawl,,3.9201968388
"Atlantic, Northwest",high_seas,1982,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Norway",Industrial,Discards,Unreported,bottom trawl,,4.8725585790
"Atlantic, Northwest",high_seas,1982,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Poland",Industrial,Discards,Unreported,bottom trawl,,2.4345794460
"Atlantic, Northwest",high_seas,1982,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Portugal",Industrial,Discards,Unreported,bottom trawl,,0.5895403443
"Atlantic, Northwest",high_seas,1982,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Russian Federation",Industrial,Discards,Unreported,bottom trawl,,0.1260993423
"Atlantic, Northwest",high_seas,1982,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Spain",Industrial,Discards,Unreported,bottom trawl,,0.2007815701
"Atlantic, Northwest",high_seas,1982,"Teuthida","Squids","Cephalopods","Other fishes & inverts","United Kingdom",Industrial,Discards,Unreported,bottom trawl,,0.5959625317
"Atlantic, Northwest",high_seas,1982,"Squalidae","Dogfish sharks","Large sharks (>=90 cm)","Sharks & rays","Estonia",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.0979320136,94.23392449394929
"Atlantic, Northwest",high_seas,1982,"Squalidae","Dogfish sharks","Large sharks (>=90 cm)","Sharks & rays","Estonia",Industrial,Landings,Reported,bottom trawl,Other,0.0000980300,0.005832555967804743
"Atlantic, Northwest",high_seas,1982,"Squalidae","Dogfish sharks","Large sharks (>=90 cm)","Sharks & rays","Latvia",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.1456424813,20.163385934160114
"Atlantic, Northwest",high_seas,1982,"Squalidae","Dogfish sharks","Large sharks (>=90 cm)","Sharks & rays","Latvia",Industrial,Landings,Reported,bottom trawl,Other,0.0001457883,0.006238070185620573
"Atlantic, Northwest",high_seas,1982,"Squalidae","Dogfish sharks","Large sharks (>=90 cm)","Sharks & rays","Lithuania",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.1607089446,20.833391532546507
"Atlantic, Northwest",high_seas,1982,"Squalidae","Dogfish sharks","Large sharks (>=90 cm)","Sharks & rays","Lithuania",Industrial,Landings,Reported,bottom trawl,Other,0.0001608698,0.005928417279393166
"Atlantic, Northwest",high_seas,1982,"Squalidae","Dogfish sharks","Large sharks (>=90 cm)","Sharks & rays","Russian Federation",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.8512551927,653.5730514337816
"Atlantic, Northwest",high_seas,1982,"Squalidae","Dogfish sharks","Large sharks (>=90 cm)","Sharks & rays","Russian Federation",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0004260536,0.019658044361688894
"Atlantic, Northwest",high_seas,1982,"Squalidae","Dogfish sharks","Large sharks (>=90 cm)","Sharks & rays","Russian Federation",Industrial,Landings,Reported,bottom trawl,Other,0.0004260536,0.019658044361688894
"Atlantic, Northwest",high_seas,1982,"Squalidae","Dogfish sharks","Large sharks (>=90 cm)","Sharks & rays","Spain",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.5801658816,484.45858487223416
"Atlantic, Northwest",high_seas,1982,"Squalidae","Dogfish sharks","Large sharks (>=90 cm)","Sharks & rays","Spain",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0002903733,0.021357937538738776
"Atlantic, Northwest",high_seas,1982,"Squalidae","Dogfish sharks","Large sharks (>=90 cm)","Sharks & rays","Spain",Industrial,Landings,Reported,bottom trawl,Other,0.0002903733,0.021357937538738776
"Atlantic, Northwest",high_seas,1982,"Rajidae","Stingrays","Large rays (>=90 cm)","Sharks & rays","Estonia",Industrial,Landings,Reported,bottom trawl,Direct human consumption,3.9904017702,853.4818950925861
"Atlantic, Northwest",high_seas,1982,"Rajidae","Stingrays","Large rays (>=90 cm)","Sharks & rays","Estonia",Industrial,Landings,Reported,bottom trawl,Other,0.0039943962,0.018645549437969932
"Atlantic, Northwest",high_seas,1982,"Rajidae","Stingrays","Large rays (>=90 cm)","Sharks & rays","Latvia",Industrial,Landings,Reported,bottom trawl,Direct human consumption,5.9344436582,182.6210501060645
"Atlantic, Northwest",high_seas,1982,"Rajidae","Stingrays","Large rays (>=90 cm)","Sharks & rays","Latvia",Industrial,Landings,Reported,bottom trawl,Other,0.0059403840,0.019941899757574
"Atlantic, Northwest",high_seas,1982,"Rajidae","Stingrays","Large rays (>=90 cm)","Sharks & rays","Lithuania",Industrial,Landings,Reported,bottom trawl,Direct human consumption,6.5483516229,188.6892458938561
"Atlantic, Northwest",high_seas,1982,"Rajidae","Stingrays","Large rays (>=90 cm)","Sharks & rays","Lithuania",Industrial,Landings,Reported,bottom trawl,Other,0.0065549065,0.01895199954104256
"Atlantic, Northwest",high_seas,1982,"Rajidae","Stingrays","Large rays (>=90 cm)","Sharks & rays","Russian Federation",Industrial,Landings,Reported,bottom trawl,Direct human consumption,34.6858000009,5919.450879521153
"Atlantic, Northwest",high_seas,1982,"Rajidae","Stingrays","Large rays (>=90 cm)","Sharks & rays","Russian Federation",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0173602603,0.06284295274034185
"Atlantic, Northwest",high_seas,1982,"Rajidae","Stingrays","Large rays (>=90 cm)","Sharks & rays","Russian Federation",Industrial,Landings,Reported,bottom trawl,Other,0.0173602603,0.06284295274034185
"Atlantic, Northwest",high_seas,1982,"Rajidae","Stingrays","Large rays (>=90 cm)","Sharks & rays","Saint Pierre & Miquelon (France)",Industrial,Discards,Unreported,bottom trawl,,19.9406335770
"Atlantic, Northwest",high_seas,1982,"Rajidae","Stingrays","Large rays (>=90 cm)","Sharks & rays","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,bottom trawl,Direct human consumption,22.9770000050,5824.715455266242
"Atlantic, Northwest",high_seas,1982,"Rajidae","Stingrays","Large rays (>=90 cm)","Sharks & rays","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0115000000,0.09514713981568416
"Atlantic, Northwest",high_seas,1982,"Rajidae","Stingrays","Large rays (>=90 cm)","Sharks & rays","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,bottom trawl,Other,0.0115000000,0.09514713981568416
"Atlantic, Northwest",high_seas,1982,"Anarhichadidae","Wolffishes, wolfeels","Large demersals (>=90 cm)","Perch-likes","Estonia",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.4371404555,506.50196875421375
"Atlantic, Northwest",high_seas,1982,"Anarhichadidae","Wolffishes, wolfeels","Large demersals (>=90 cm)","Perch-likes","Estonia",Industrial,Landings,Reported,bottom trawl,Other,0.0004375780,0.002042582287304787
"Atlantic, Northwest",high_seas,1982,"Anarhichadidae","Wolffishes, wolfeels","Large demersals (>=90 cm)","Perch-likes","Latvia",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.6501063181,108.37707894778542
"Atlantic, Northwest",high_seas,1982,"Anarhichadidae","Wolffishes, wolfeels","Large demersals (>=90 cm)","Perch-likes","Latvia",Industrial,Landings,Reported,bottom trawl,Other,0.0006507571,0.0021845948457686415
"Atlantic, Northwest",high_seas,1982,"Anarhichadidae","Wolffishes, wolfeels","Large demersals (>=90 cm)","Perch-likes","Lithuania",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.7173586962,111.97832949731821
"Atlantic, Northwest",high_seas,1982,"Anarhichadidae","Wolffishes, wolfeels","Large demersals (>=90 cm)","Perch-likes","Lithuania",Industrial,Landings,Reported,bottom trawl,Other,0.0007180768,0.0020761532770757697
"Atlantic, Northwest",high_seas,1982,"Anarhichadidae","Wolffishes, wolfeels","Large demersals (>=90 cm)","Perch-likes","Russian Federation",Industrial,Landings,Reported,bottom trawl,Direct human consumption,3.7997593420,3512.9166491907927
"Atlantic, Northwest",high_seas,1982,"Anarhichadidae","Wolffishes, wolfeels","Large demersals (>=90 cm)","Perch-likes","Russian Federation",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0019017815,0.006884318561106755
"Atlantic, Northwest",high_seas,1982,"Anarhichadidae","Wolffishes, wolfeels","Large demersals (>=90 cm)","Perch-likes","Russian Federation",Industrial,Landings,Reported,bottom trawl,Other,0.0019017815,0.006884318561106755
"Atlantic, Northwest",high_seas,1982,"Anarhichadidae","Wolffishes, wolfeels","Large demersals (>=90 cm)","Perch-likes","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,bottom trawl,Direct human consumption,11.9880000000,507.15445552235997
"Atlantic, Northwest",high_seas,1982,"Anarhichadidae","Wolffishes, wolfeels","Large demersals (>=90 cm)","Perch-likes","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0060000000,0.049641985980000004
"Atlantic, Northwest",high_seas,1982,"Anarhichadidae","Wolffishes, wolfeels","Large demersals (>=90 cm)","Perch-likes","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,bottom trawl,Other,0.0060000000,0.049641985980000004
"Atlantic, Northwest",high_seas,1982,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Taiwan",Industrial,Landings,Reported,longline,Direct human consumption,41.2362645802,75485.7863800245
"Atlantic, Northwest",high_seas,1982,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Taiwan",Industrial,Landings,Reported,longline,Fishmeal and fish oil,0.0206387711,0.9310083829284832
"Atlantic, Northwest",high_seas,1982,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Taiwan",Industrial,Landings,Reported,longline,Other,0.0206387711,0.9310083829284832
"Atlantic, Northwest",high_seas,1982,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Korea (South)",Industrial,Landings,Reported,pole and line,Direct human consumption,0.0182692308,30.84584230769236
"Atlantic, Northwest",high_seas,1982,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Korea (South)",Industrial,Landings,Reported,longline,Direct human consumption,0.3425000000,578.27837
"Atlantic, Northwest",high_seas,1982,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Lebanon",Industrial,Landings,Reported,unknown by source,Direct human consumption,120.0000000000,78263.928
"Atlantic, Northwest",high_seas,1982,"Squalus","Dogfishes","Large sharks (>=90 cm)","Sharks & rays","Germany",Industrial,Discards,Unreported,bottom trawl,,2.3351569263
"Atlantic, Northwest",high_seas,1982,"Squalus","Dogfishes","Large sharks (>=90 cm)","Sharks & rays","Japan",Industrial,Discards,Unreported,bottom trawl,,0.0148495856
